id;agency_id;action_type;action_date;title;description;vendor_name;vendor_id;contract_value;source_url;source_document;meeting_date;confidence_score;extracted_data;created_at;updated_at
473130ea-25e7-4955-a676-c73a87ed910d;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;MTA Board Adopts Fare and Toll Increases to Take Effect January 2026;The MTA Board approved toll and fare increases and a series of fare and ticket policy changes for New York City Transit’s subways and buses, the Long Island Rail Road (LIRR), and the Metro-North Railroad. These changes are designed to simplify offerings and prioritize affordability, becoming effective in January 2026. This includes making OMNY seven-day fare-capping permanent, extending fare-capping to express buses, requiring tap-and-ride for fare payment on subways and buses, and changes to OMNY card fees. For commuter railroads, there will be average fare increases, universal reduced-fare tickets, increased eligibility age for Family Fare, new validity for one-way tickets, a new unlimited Day Pass, and a 'pay-as-you-go' mobile discount.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""The MTA Board approved toll and fare increases and a series of fare and ticket policy changes for New York City Transit’s subways and buses, the Long Island Rail Road (LIRR), and the Metro-North Railroad. These changes are designed to simplify offerings and prioritize affordability, becoming effective in January 2026. This includes making OMNY seven-day fare-capping permanent, extending fare-capping to express buses, requiring tap-and-ride for fare payment on subways and buses, and changes to OMNY card fees. For commuter railroads, there will be average fare increases, universal reduced-fare tickets, increased eligibility age for Family Fare, new validity for one-way tickets, a new unlimited Day Pass, and a 'pay-as-you-go' mobile discount."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":""fare_policy"",""title"":""MTA Board Adopts Fare and Toll Increases to Take Effect January 2026"",""vendor_name"":null}";2026-01-11 06:00:39.199483+00;2026-01-11 06:00:39.199483+00
df5211ec-a2e0-4aca-ab95-f44f25a17e54;dc154c04-c116-4a1e-a370-ade4c0d29aaa;plan_adoption;;Approval of the 2026 Public Transportation Agency Safety Plan;The Board of Directors approved the 2026 Public Transportation Agency Safety Plan (PTASP), as required by federal regulations. This plan includes updates based on annual review, WMSC approval, Joint Labor and Management Safety Committee approval, and certification from the General Manager and CEO.;;;;https://www.wmata.com/about/board/meetings/board-pdfs/upload/9A-Agency-Safety-Plan-Adoption.pdf;;2025-09-11;0.75;"{""action_date"":null,""action_type"":""plan_adoption"",""contract_value"":null,""description"":""The Board of Directors approved the 2026 Public Transportation Agency Safety Plan (PTASP), as required by federal regulations. This plan includes updates based on annual review, WMSC approval, Joint Labor and Management Safety Committee approval, and certification from the General Manager and CEO."",""meeting_date"":""2025-09-11"",""service_category"":null,""service_component"":null,""title"":""Approval of the 2026 Public Transportation Agency Safety Plan"",""vendor_name"":null}";2026-01-11 06:03:12.238998+00;2026-01-11 06:03:12.238998+00
be957db7-5f15-40eb-9856-ef69b5ab28d3;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;Adoption of Fare and Toll Increases and Policy Changes;The MTA Board adopted toll and fare increases for New York City Transit subways and buses, Access-A-Ride, Long Island Rail Road (LIRR), and Metro-North Railroad, effective January 2026. This includes adjustments to the base fare for subways/local buses/Access-A-Ride, express bus fares, and commuter railroad tickets. Additionally, a series of fare and ticket policy changes were adopted to simplify offerings and prioritize affordability. Key changes include making OMNY seven-day fare-capping permanent, extending fare-capping to the express bus network, requiring tap-and-ride for fare payment on subway/local/express buses, discontinuing prepaid MetroCard unlimited passes, and introducing new commuter rail ticket policies like a universal reduced-fare ticket, increased eligibility age for Family Fare, new validity for one-way tickets, an unlimited Day Pass, and a pay-as-you-go mobile discount.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""The MTA Board adopted toll and fare increases for New York City Transit subways and buses, Access-A-Ride, Long Island Rail Road (LIRR), and Metro-North Railroad, effective January 2026. This includes adjustments to the base fare for subways/local buses/Access-A-Ride, express bus fares, and commuter railroad tickets. Additionally, a series of fare and ticket policy changes were adopted to simplify offerings and prioritize affordability. Key changes include making OMNY seven-day fare-capping permanent, extending fare-capping to the express bus network, requiring tap-and-ride for fare payment on subway/local/express buses, discontinuing prepaid MetroCard unlimited passes, and introducing new commuter rail ticket policies like a universal reduced-fare ticket, increased eligibility age for Family Fare, new validity for one-way tickets, an unlimited Day Pass, and a pay-as-you-go mobile discount."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":""fare_collection"",""title"":""Adoption of Fare and Toll Increases and Policy Changes"",""vendor_name"":null}";2026-01-12 06:00:38.1123+00;2026-01-12 06:00:38.1123+00
ab49568f-faf6-40ae-b660-2a32075b3dd4;dc154c04-c116-4a1e-a370-ade4c0d29aaa;plan_adoption;;Approval of the 2026 Public Transportation Agency Safety Plan;Board of Directors approval of the 2026 Public Transportation Agency Safety Plan (PTASP) and its updates, as required by federal regulations. The plan was reviewed and approved by WMATA staff, Washington Metrorail Safety Commission (WMSC) staff, and the Joint Labor and Management Safety Committee. The General Manager and CEO certified its compliance and effectiveness.;;;;https://www.wmata.com/about/board/meetings/board-pdfs/upload/9A-Agency-Safety-Plan-Adoption.pdf;;2025-09-11;0.75;"{""action_date"":null,""action_type"":""plan_adoption"",""contract_value"":null,""description"":""Board of Directors approval of the 2026 Public Transportation Agency Safety Plan (PTASP) and its updates, as required by federal regulations. The plan was reviewed and approved by WMATA staff, Washington Metrorail Safety Commission (WMSC) staff, and the Joint Labor and Management Safety Committee. The General Manager and CEO certified its compliance and effectiveness."",""meeting_date"":""2025-09-11"",""service_category"":null,""service_component"":null,""title"":""Approval of the 2026 Public Transportation Agency Safety Plan"",""vendor_name"":null}";2026-01-12 06:02:23.51956+00;2026-01-12 06:02:23.51956+00
a7eff7a5-d6eb-42ac-97b1-8810082dc40a;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;MTA Board Adopts Fare and Toll Increases and Policy Changes;The MTA Board approved toll and fare increases, along with a series of fare and ticket policy changes designed to simplify offerings and prioritize affordability on New York City Transit’s subways and buses, the Long Island Rail Road (LIRR), and the Metro-North Railroad. These changes include making OMNY seven-day fare-capping permanent, extending fare-capping to express bus networks, requiring tap-and-ride for fare payment on subway/bus, and various changes to commuter rail tickets and validity. Most changes take effect January 2026.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""The MTA Board approved toll and fare increases, along with a series of fare and ticket policy changes designed to simplify offerings and prioritize affordability on New York City Transit’s subways and buses, the Long Island Rail Road (LIRR), and the Metro-North Railroad. These changes include making OMNY seven-day fare-capping permanent, extending fare-capping to express bus networks, requiring tap-and-ride for fare payment on subway/bus, and various changes to commuter rail tickets and validity. Most changes take effect January 2026."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":""fare_collection"",""title"":""MTA Board Adopts Fare and Toll Increases and Policy Changes"",""vendor_name"":null}";2026-01-13 06:00:30.051638+00;2026-01-13 06:00:30.051638+00
18cf0fc5-b1c0-4623-b503-875245748305;dc154c04-c116-4a1e-a370-ade4c0d29aaa;plan_adoption;;Approval of the 2026 Public Transportation Agency Safety Plan;Board of Directors approval of the 2026 Public Transportation Agency Safety Plan (PTASP) and its updates. This is required by federal regulations (49 U.S.C. Section 5329(d) and 49 C.F.R. Section 673.11(a)(1)) for receiving federal transit funds. The plan was reviewed by WMATA staff, the Washington Metrorail Safety Commission, and the Joint Labor and Management Safety Committee. The General Manager and CEO certified its satisfactory compliance and effectiveness in managing safety risks.;;;;https://www.wmata.com/about/board/meetings/board-pdfs/upload/9A-Agency-Safety-Plan-Adoption.pdf;;2025-09-11;0.75;"{""action_date"":null,""action_type"":""plan_adoption"",""contract_value"":null,""description"":""Board of Directors approval of the 2026 Public Transportation Agency Safety Plan (PTASP) and its updates. This is required by federal regulations (49 U.S.C. Section 5329(d) and 49 C.F.R. Section 673.11(a)(1)) for receiving federal transit funds. The plan was reviewed by WMATA staff, the Washington Metrorail Safety Commission, and the Joint Labor and Management Safety Committee. The General Manager and CEO certified its satisfactory compliance and effectiveness in managing safety risks."",""meeting_date"":""2025-09-11"",""service_category"":null,""service_component"":null,""title"":""Approval of the 2026 Public Transportation Agency Safety Plan"",""vendor_name"":null}";2026-01-13 06:02:18.597491+00;2026-01-13 06:02:18.597491+00
305fb0fa-a530-4816-86eb-8668a4256533;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;MTA Board Adopts Fare and Toll Increases to Take Effect January 2026;The MTA Board approved toll and fare increases and a series of fare and ticket policy changes for New York City Transit’s subways and buses, Long Island Rail Road (LIRR), and Metro-North Railroad. Changes designed to simplify offerings and prioritize affordability, taking effect in January 2026. The base fare for subways, local buses, and Access-A-Ride is increasing 10 cents, from $2.90 to $3. The reduced fare is increasing from $1.45 to $1.50, and the express bus base fare is increasing from $7 to $7.25. Commuter railroads will see an average increase of up to 4.5% to monthlies, weeklies, and one-way peak tickets. One-way passenger vehicle toll rates will increase between 20 cents to 60 cents at all bridge and tunnel facilities.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""The MTA Board approved toll and fare increases and a series of fare and ticket policy changes for New York City Transit’s subways and buses, Long Island Rail Road (LIRR), and Metro-North Railroad. Changes designed to simplify offerings and prioritize affordability, taking effect in January 2026. The base fare for subways, local buses, and Access-A-Ride is increasing 10 cents, from $2.90 to $3. The reduced fare is increasing from $1.45 to $1.50, and the express bus base fare is increasing from $7 to $7.25. Commuter railroads will see an average increase of up to 4.5% to monthlies, weeklies, and one-way peak tickets. One-way passenger vehicle toll rates will increase between 20 cents to 60 cents at all bridge and tunnel facilities."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":""fare_structure"",""title"":""MTA Board Adopts Fare and Toll Increases to Take Effect January 2026"",""vendor_name"":null}";2026-01-14 06:00:47.510921+00;2026-01-14 06:00:47.510921+00
22521d5b-140f-4327-a762-8b4b40399b05;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;Permanent OMNY seven-day fare-capping and express bus fare-capping;The 7-day rolling fare cap for New York City Transit subways and local buses, allowing customers to pay for 12 rides in a 7-day period and then ride free, is becoming permanent. Express bus customers will also have fare-capping, paying no more than $67 a week for unlimited express bus, local bus, and subway rides.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""The 7-day rolling fare cap for New York City Transit subways and local buses, allowing customers to pay for 12 rides in a 7-day period and then ride free, is becoming permanent. Express bus customers will also have fare-capping, paying no more than $67 a week for unlimited express bus, local bus, and subway rides."",""meeting_date"":""2025-09-30"",""service_category"":""customer_service"",""service_component"":""fare_policy"",""title"":""Permanent OMNY seven-day fare-capping and express bus fare-capping"",""vendor_name"":null}";2026-01-14 06:00:47.598814+00;2026-01-14 06:00:47.598814+00
400d4375-4f98-4272-8219-12cec9369102;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;Mandatory Tap-and-Ride for Fare Payment and OMNY Card Fee Adjustment;Beginning later in 2026, tap-and-ride will be required for fare payment on subway, local and express buses. Coins will no longer be accepted on buses but will continue at card vending machines and local businesses. The promotional $1 OMNY card fee ends by mid-2026, with the fee becoming $2 when MetroCard is no longer accepted.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""Beginning later in 2026, tap-and-ride will be required for fare payment on subway, local and express buses. Coins will no longer be accepted on buses but will continue at card vending machines and local businesses. The promotional $1 OMNY card fee ends by mid-2026, with the fee becoming $2 when MetroCard is no longer accepted."",""meeting_date"":""2025-09-30"",""service_category"":""technology"",""service_component"":""fare_payment_system"",""title"":""Mandatory Tap-and-Ride for Fare Payment and OMNY Card Fee Adjustment"",""vendor_name"":null}";2026-01-14 06:00:47.633889+00;2026-01-14 06:00:47.633889+00
a7a47b79-092a-4b0a-9bd7-3cc7edab83f1;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;Commuter Railroad Ticketing Policy Changes;Approved several changes for Long Island Rail Road and Metro-North Railroad, including a universal reduced-fare ticket valid 24/7, raising the eligibility age for Family Fare tickets from 11 to 17, one-way tickets valid until 4:00 a.m. the next day, a new unlimited Day Pass, a 'pay-as-you-go' mobile discount replacing 10-trip tickets, and onboard surcharges for late mobile ticket purchases/activations.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""Approved several changes for Long Island Rail Road and Metro-North Railroad, including a universal reduced-fare ticket valid 24/7, raising the eligibility age for Family Fare tickets from 11 to 17, one-way tickets valid until 4:00 a.m. the next day, a new unlimited Day Pass, a 'pay-as-you-go' mobile discount replacing 10-trip tickets, and onboard surcharges for late mobile ticket purchases/activations."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":""fare_policy"",""title"":""Commuter Railroad Ticketing Policy Changes"",""vendor_name"":null}";2026-01-14 06:00:47.674519+00;2026-01-14 06:00:47.674519+00
eeab51f6-2834-444c-b558-71d778ecbeaf;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;Adoption of Fare and Toll Increases and Policy Changes;The Metropolitan Transportation Authority (MTA) Board approved toll and fare increases for New York City Transit's subways and buses, the Long Island Rail Road (LIRR), and the Metro-North Railroad. The changes aim to simplify offerings and prioritize affordability. Key changes for NYC Transit include making OMNY seven-day fare-capping permanent, extending fare-capping to the express bus network, requiring tap-and-ride for fare payment on subway, local, and express buses (with coins no longer accepted on buses by mid-2026), and ending the promotional $1 OMNY card fee. Commuter rail changes include a universal reduced-fare ticket, increased eligibility age for Family Fare, extended validity for one-way tickets, a new unlimited Day Pass, and a 'pay-as-you-go' mobile discount replacing 10-trip tickets. Bridge and tunnel toll rates will also increase.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""The Metropolitan Transportation Authority (MTA) Board approved toll and fare increases for New York City Transit's subways and buses, the Long Island Rail Road (LIRR), and the Metro-North Railroad. The changes aim to simplify offerings and prioritize affordability. Key changes for NYC Transit include making OMNY seven-day fare-capping permanent, extending fare-capping to the express bus network, requiring tap-and-ride for fare payment on subway, local, and express buses (with coins no longer accepted on buses by mid-2026), and ending the promotional $1 OMNY card fee. Commuter rail changes include a universal reduced-fare ticket, increased eligibility age for Family Fare, extended validity for one-way tickets, a new unlimited Day Pass, and a 'pay-as-you-go' mobile discount replacing 10-trip tickets. Bridge and tunnel toll rates will also increase."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":""fare_collection"",""title"":""Adoption of Fare and Toll Increases and Policy Changes"",""vendor_name"":null}";2026-01-15 06:00:34.596825+00;2026-01-15 06:00:34.596825+00
b0d46c92-9319-4b18-b20c-51a1ae046756;dc154c04-c116-4a1e-a370-ade4c0d29aaa;plan_adoption;;Approval of the 2026 Public Transportation Agency Safety Plan (PTASP) Update;Board of Directors approved the 2026 Public Transportation Agency Safety Plan (PTASP) update, which is required by federal regulation. The plan defines how Metro implements a Safety Management System and outlines its strategy for ensuring safety and security. The update includes technical and formatting changes, substantive changes to describe training curriculum and communication of safety goals, clarification of the Executive Safety Committee's role, and enhanced Safety Performance Targets. It also updates the Safety Risk Reduction Plan and the Joint Labor-Management Safety Committee Charter.;;;;https://www.wmata.com/about/board/meetings/board-pdfs/upload/3A-Agency-Safety-Plan-Adoption.pdf;;2025-09-11;0.75;"{""action_date"":null,""action_type"":""plan_adoption"",""contract_value"":null,""description"":""Board of Directors approved the 2026 Public Transportation Agency Safety Plan (PTASP) update, which is required by federal regulation. The plan defines how Metro implements a Safety Management System and outlines its strategy for ensuring safety and security. The update includes technical and formatting changes, substantive changes to describe training curriculum and communication of safety goals, clarification of the Executive Safety Committee's role, and enhanced Safety Performance Targets. It also updates the Safety Risk Reduction Plan and the Joint Labor-Management Safety Committee Charter."",""meeting_date"":""2025-09-11"",""service_category"":null,""service_component"":null,""title"":""Approval of the 2026 Public Transportation Agency Safety Plan (PTASP) Update"",""vendor_name"":null}";2026-01-15 06:02:28.181581+00;2026-01-15 06:02:28.181581+00
9a028da4-712a-4d2d-bd2d-7708c1e4582e;dc154c04-c116-4a1e-a370-ade4c0d29aaa;plan_adoption;;Approval of the 2026 Public Transportation Agency Safety Plan;The Board of Directors approved the 2026 Public Transportation Agency Safety Plan (PTASP) and its updates, as required by federal regulations. This plan ensures compliance with federal transit funding requirements and outlines the Authority's safety management system.;;;;https://www.wmata.com/about/board/meetings/board-pdfs/upload/9A-Agency-Safety-Plan-Adoption.pdf;;2025-09-11;0.75;"{""action_date"":null,""action_type"":""plan_adoption"",""contract_value"":null,""description"":""The Board of Directors approved the 2026 Public Transportation Agency Safety Plan (PTASP) and its updates, as required by federal regulations. This plan ensures compliance with federal transit funding requirements and outlines the Authority's safety management system."",""meeting_date"":""2025-09-11"",""service_category"":""service_delivery"",""service_component"":""safety management"",""title"":""Approval of the 2026 Public Transportation Agency Safety Plan"",""vendor_name"":null}";2026-01-16 06:03:15.380235+00;2026-01-16 06:03:15.380235+00
46a0403b-83d1-4868-a7e7-a8026cf5da2a;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;Adoption of Fare and Toll Increases and Policy Changes;The MTA Board approved toll and fare increases for New York City Transit subways and buses, Access-A-Ride, Long Island Rail Road (LIRR), and Metro-North Railroad, along with a series of fare and ticket policy changes. These changes are designed to simplify offerings and prioritize affordability, becoming effective in January 2026. The changes include making OMNY seven-day fare-capping permanent, extending fare-capping to express bus networks, requiring tap-and-ride for fare payment (no more coins on buses by late 2026), updating OMNY online charge/trip history, ending the promotional $1 OMNY card fee by mid-2026 ($2 fee applies). For commuter railroads, an average increase of up to 4.5% on various tickets, universal reduced-fare ticket valid 24/7, increased eligibility age for Family Fare to 17, one-way tickets valid till 4 AM next day, a new unlimited Day Pass, and a 'pay-as-you-go' mobile discount replacing 10-trip tickets. Onboard surcharges for late mobile ticket purchases/activations will be implemented. Bridge and Tunnel toll rates will also increase.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""The MTA Board approved toll and fare increases for New York City Transit subways and buses, Access-A-Ride, Long Island Rail Road (LIRR), and Metro-North Railroad, along with a series of fare and ticket policy changes. These changes are designed to simplify offerings and prioritize affordability, becoming effective in January 2026. The changes include making OMNY seven-day fare-capping permanent, extending fare-capping to express bus networks, requiring tap-and-ride for fare payment (no more coins on buses by late 2026), updating OMNY online charge/trip history, ending the promotional $1 OMNY card fee by mid-2026 ($2 fee applies). For commuter railroads, an average increase of up to 4.5% on various tickets, universal reduced-fare ticket valid 24/7, increased eligibility age for Family Fare to 17, one-way tickets valid till 4 AM next day, a new unlimited Day Pass, and a 'pay-as-you-go' mobile discount replacing 10-trip tickets. Onboard surcharges for late mobile ticket purchases/activations will be implemented. Bridge and Tunnel toll rates will also increase."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":""fare_policy_and_structure"",""title"":""Adoption of Fare and Toll Increases and Policy Changes"",""vendor_name"":null}";2026-01-21 06:00:45.824613+00;2026-01-21 06:00:45.824613+00
1d39cf1f-da7c-47af-ada2-7f15940bcb06;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;MTA Board Adopts Fare and Toll Increases to Take Effect January 2026;The MTA Board approved toll and fare increases, along with a series of fare and ticket policy changes designed to simplify offerings and prioritize affordability on New York City Transit’s subways and buses, the Long Island Rail Road (LIRR), and the Metro-North Railroad. Most changes effective January 2026.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""The MTA Board approved toll and fare increases, along with a series of fare and ticket policy changes designed to simplify offerings and prioritize affordability on New York City Transit’s subways and buses, the Long Island Rail Road (LIRR), and the Metro-North Railroad. Most changes effective January 2026."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":""fare_structure"",""title"":""MTA Board Adopts Fare and Toll Increases to Take Effect January 2026"",""vendor_name"":null}";2026-01-22 06:01:37.528002+00;2026-01-22 06:01:37.528002+00
69863a4e-1cf1-4502-b948-8c32ff23a43d;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;MTA Board Adopts Fare and Toll Increases to Take Effect January 2026;The MTA Board approved toll and fare increases and a series of fare and ticket policy changes for New York City Transit’s subways and buses, the Long Island Rail Road (LIRR), and the Metro-North Railroad, prioritizing affordability and simplifying offerings. Most changes take effect January 2026.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""The MTA Board approved toll and fare increases and a series of fare and ticket policy changes for New York City Transit’s subways and buses, the Long Island Rail Road (LIRR), and the Metro-North Railroad, prioritizing affordability and simplifying offerings. Most changes take effect January 2026."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":""fare_policy"",""title"":""MTA Board Adopts Fare and Toll Increases to Take Effect January 2026"",""vendor_name"":null}";2026-01-23 06:01:42.360186+00;2026-01-23 06:01:42.360186+00
c4dcff69-9ebf-476b-a5c5-320613a24158;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;OMNY Seven-Day Fare-Capping Becomes Permanent;The 7-day rolling fare cap for transit, allowing customers to pay for 12 rides in a 7-day period and ride free for the rest of the week, is becoming permanent. This will replace MetroCard 7-Day, 30-Day, and Express Bus Plus unlimited passes. No customer will pay more than $35 for subway and local bus rides in a week ($17.50 for reduced-fare).;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""The 7-day rolling fare cap for transit, allowing customers to pay for 12 rides in a 7-day period and ride free for the rest of the week, is becoming permanent. This will replace MetroCard 7-Day, 30-Day, and Express Bus Plus unlimited passes. No customer will pay more than $35 for subway and local bus rides in a week ($17.50 for reduced-fare)."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":""fare_policy"",""title"":""OMNY Seven-Day Fare-Capping Becomes Permanent"",""vendor_name"":null}";2026-01-23 06:01:42.453537+00;2026-01-23 06:01:42.453537+00
a36eb590-1b16-48b9-9f81-c2a7a1c51ac7;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;Fare-Capping Extended to Express Bus Network;Express bus customers will pay no more than $67 a week for unlimited express bus, local bus, and subway rides in any 7-day period.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""Express bus customers will pay no more than $67 a week for unlimited express bus, local bus, and subway rides in any 7-day period."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":""fare_policy"",""title"":""Fare-Capping Extended to Express Bus Network"",""vendor_name"":null}";2026-01-23 06:01:42.500261+00;2026-01-23 06:01:42.500261+00
aecc6205-934d-4527-9ce1-b9d8b89e97b3;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;Tap-and-Ride Required for Fare Payment on Subway, Local and Express Bus;Beginning later in 2026, coins will no longer be accepted on buses but will continue to be accepted at card vending machines in subway stations and at local businesses that sell OMNY cards.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""Beginning later in 2026, coins will no longer be accepted on buses but will continue to be accepted at card vending machines in subway stations and at local businesses that sell OMNY cards."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":""fare_payment_system"",""title"":""Tap-and-Ride Required for Fare Payment on Subway, Local and Express Bus"",""vendor_name"":null}";2026-01-23 06:01:42.547036+00;2026-01-23 06:01:42.547036+00
5b4f0663-e4e5-4b15-85b6-6a822be68e21;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;OMNY Card Fee Adjustment;The promotional $1 OMNY card fee ends by mid-2026. The new fee for a new OMNY card will be $2 when MetroCard is no longer accepted for fare payments.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""The promotional $1 OMNY card fee ends by mid-2026. The new fee for a new OMNY card will be $2 when MetroCard is no longer accepted for fare payments."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":""fare_payment_system"",""title"":""OMNY Card Fee Adjustment"",""vendor_name"":null}";2026-01-23 06:01:42.606847+00;2026-01-23 06:01:42.606847+00
ea83a472-59cf-46a2-9b23-61c8781223cc;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;Universal Reduced-Fare Ticket for Commuter Railroads;A universal reduced-fare ticket will be available for seniors, people with disabilities, and people on Medicare, valid 24/7, including on morning peak trips for LIRR and Metro-North.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""A universal reduced-fare ticket will be available for seniors, people with disabilities, and people on Medicare, valid 24/7, including on morning peak trips for LIRR and Metro-North."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":""fare_policy"",""title"":""Universal Reduced-Fare Ticket for Commuter Railroads"",""vendor_name"":null}";2026-01-23 06:01:42.671773+00;2026-01-23 06:01:42.671773+00
d66df7d3-6c8f-4969-9ffa-59222f9639b7;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;Family Fare Ticket Eligibility Age Increase for Commuter Railroads;The eligibility age for a Family Fare ticket on LIRR and Metro-North will be raised from 11 to 17 years old. Children aged 5-17 will be able to ride for $1 when accompanied by a fare-paying adult.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""The eligibility age for a Family Fare ticket on LIRR and Metro-North will be raised from 11 to 17 years old. Children aged 5-17 will be able to ride for $1 when accompanied by a fare-paying adult."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":""fare_policy"",""title"":""Family Fare Ticket Eligibility Age Increase for Commuter Railroads"",""vendor_name"":null}";2026-01-23 06:01:42.730602+00;2026-01-23 06:01:42.730602+00
