id;agency_id;search_run_id;title;description;opportunity_type;source_url;source_type;deadline;estimated_value;contact_info;extracted_data;confidence_score;is_verified;verified_at;verified_by;status;created_at;updated_at
aac683d6-dcf7-41e0-b642-f67599eece15;df7a0939-59f0-4af3-b73a-9c7e311c3875;5028f2f5-426a-4222-8526-7096064ccb79;;"N 
NNew York City Transit (NYCT)
DATE: 5/01/2025
NON-CONSTRUCTION CONTRACT SOLICITATION NOTICE
MTA- NYCT IS NOW ADVERTISING FOR THE FOLLOWING:
SSE #: 0000505340 OPENING/DUE DATE: 5/29/2025 
TYPE OF SOLICITATION: RFP DOCUMENT AVAILABILITY DATE: 5/01/2025 
SOLICITATION TITLE: PARATRANSIT ACCESS-A-RIDE SUPPLEMENTAL SERVICE 
DESCRIPTION: New York City Transit (""NYCT"" or the ""Authority"") provides origin-to-destination, demand responsive, 
shared ride paratransit service under the name ""Access-A-Ride""";news_mention;https://www.mta.info/document/171721;news;;;;"{""highlights"":[""DESCRIPTION: New York City Transit (\""NYCT\"" or the \""Authority\"") provides origin-to-destination, demand responsive, \nshared ride paratransit service under the name \""Access-A-Ride\"" for individuals with disabilities who meet defined \neligibility criteria (the \""AAR Service\""). The Authority provides the AAR Service through \""dedicated\"" and \""non-dedicated\"""",""nathaniel.knable@nyct.com \nPage 2 of 10 872125 \n1. INTRODUCTION.\nNew York City Transit (\""NYCT\"" or the \""Authority\"") provides origin-to-destination, demand responsive, shared ride paratransit \nservice under the name \""Access-A-Ride\"" for individuals with"",""providing the AAR Service in concert with their existing operations using taxi, for-hire vehicles, and/or their own \nspecialized fleet of wheelchair accessible vehicles. \nFunding: 100% Operating Goals: MBE: 15%, WBE: 15% SDVOB: 6% Est $ Range: $100M+ \nContract Term: 5 years base contract + 2 option years \n***See attachment for additional information***"",""models. The dedicated service model consists of Authority contractors, referred to as \""primary carriers\"", providing AAR \nService using Authority-owned vehicles. The non-dedicated service model consists of Authority contractors, such as \nbroker car service providers, contingency/recovery providers, taxis, e-hail service providers, and supplemental carriers,"",""(X) PRE-BID CONFERENCE:\nLOCATION: Conference Call - Microsoft Teams\nVirtual Via Microsoft Teams- Please contact the assigned\nprocurement representative at nathaniel.knable@nyct.com \nto register. \nDATE:5/08/2025 TIME: 11:00 AM\n( ) SITE TOUR: N/A DATE: N/A TIME: N/A\nLOCATION: \nFOR MORE INFORMATION, PLEASE CONTACT:\nPROCUREMENT REPRESENTATIVE: Nate Knable EMAIL""],""published_date"":""2025-05-01T00:00:00.000Z""}";0.6;false;;;active;2026-01-16 06:01:26.78544+00;2026-01-16 06:01:26.78544+00
a6234b16-5629-4a7a-a4a6-7d682c6fa564;2fc17da0-277a-42f8-b519-ae3cd8039e11;ac7c1a63-080f-4b78-b99b-ec73db3d96f6;External Procurement Portal;Agency uses external procurement portal;portal;http://www.bidexpress.com/;procurement_portal;;;;"{""discovered_from"":""https://www.njtransit.com/procurement""}";0.95;false;;;active;2026-01-26 06:01:35.478804+00;2026-01-26 06:01:35.478804+00
2148afbc-4dca-4d9b-9fc7-6d9ce1301e5c;2fc17da0-277a-42f8-b519-ae3cd8039e11;ac7c1a63-080f-4b78-b99b-ec73db3d96f6;External Procurement Portal;Agency uses external procurement portal;portal;https://www.bidexpress.com/;procurement_portal;;;;"{""discovered_from"":""https://www.njtransit.com/procurement""}";0.95;false;;;active;2026-01-26 06:01:35.478804+00;2026-01-26 06:01:35.478804+00
23724cf5-3755-4a10-a70e-cf2673313b54;2fc17da0-277a-42f8-b519-ae3cd8039e11;ac7c1a63-080f-4b78-b99b-ec73db3d96f6;External Procurement Portal;Agency uses external procurement portal;portal;https://www.bidexpress.com/businesses/1462/home?agency=true;procurement_portal;;;;"{""discovered_from"":""http://www.njtransit.com/procurement""}";0.95;false;;;active;2026-01-26 06:01:35.478804+00;2026-01-26 06:01:35.478804+00
3d6fa48b-cf5b-4596-b971-1e5a53a22438;2fc17da0-277a-42f8-b519-ae3cd8039e11;ac7c1a63-080f-4b78-b99b-ec73db3d96f6;External Procurement Portal;Agency uses external procurement portal;portal;http://www.bidexpress.com/;procurement_portal;;;;"{""discovered_from"":""http://www.njtransit.com/procurement""}";0.95;false;;;active;2026-01-26 06:01:35.478804+00;2026-01-26 06:01:35.478804+00
781f2000-3c0c-478a-9d1a-f70a4e38e2bf;2fc17da0-277a-42f8-b519-ae3cd8039e11;ac7c1a63-080f-4b78-b99b-ec73db3d96f6;External Procurement Portal;Agency uses external procurement portal;portal;https://www.bidexpress.com/;procurement_portal;;;;"{""discovered_from"":""http://www.njtransit.com/procurement""}";0.95;false;;;active;2026-01-26 06:01:35.478804+00;2026-01-26 06:01:35.478804+00
04ad60a0-bc31-4ab3-ac0f-f0311f224f9b;df7a0939-59f0-4af3-b73a-9c7e311c3875;5028f2f5-426a-4222-8526-7096064ccb79;;"N 
NNew York City Transit (NYCT)
DATE: 5/01/2025
NON-CONSTRUCTION CONTRACT SOLICITATION NOTICE
MTA- NYCT IS NOW ADVERTISING FOR THE FOLLOWING:
SSE #: 0000505340 OPENING/DUE DATE: 5/29/2025 
TYPE OF SOLICITATION: RFP DOCUMENT AVAILABILITY DATE: 5/01/2025 
SOLICITATION TITLE: PARATRANSIT ACCESS-A-RIDE SUPPLEMENTAL SERVICE 
DESCRIPTION: New York City Transit (""NYCT"" or the ""Authority"") provides origin-to-destination, demand responsive, 
shared ride paratransit service under the name ""Access-A-Ride""";news_mention;https://www.mta.info/document/171721;news;;;;"{""highlights"":[""DESCRIPTION: New York City Transit (\""NYCT\"" or the \""Authority\"") provides origin-to-destination, demand responsive, \nshared ride paratransit service under the name \""Access-A-Ride\"" for individuals with disabilities who meet defined \neligibility criteria (the \""AAR Service\""). The Authority provides the AAR Service through \""dedicated\"" and \""non-dedicated\"""",""nathaniel.knable@nyct.com \nPage 2 of 10 872125 \n1. INTRODUCTION.\nNew York City Transit (\""NYCT\"" or the \""Authority\"") provides origin-to-destination, demand responsive, shared ride paratransit \nservice under the name \""Access-A-Ride\"" for individuals with"",""providing the AAR Service in concert with their existing operations using taxi, for-hire vehicles, and/or their own \nspecialized fleet of wheelchair accessible vehicles. \nFunding: 100% Operating Goals: MBE: 15%, WBE: 15% SDVOB: 6% Est $ Range: $100M+ \nContract Term: 5 years base contract + 2 option years \n***See attachment for additional information***"",""(X) PRE-BID CONFERENCE:\nLOCATION: Conference Call - Microsoft Teams\nVirtual Via Microsoft Teams- Please contact the assigned\nprocurement representative at nathaniel.knable@nyct.com \nto register. \nDATE:5/08/2025 TIME: 11:00 AM\n( ) SITE TOUR: N/A DATE: N/A TIME: N/A\nLOCATION: \nFOR MORE INFORMATION, PLEASE CONTACT:\nPROCUREMENT REPRESENTATIVE: Nate Knable EMAIL"",""models. The dedicated service model consists of Authority contractors, referred to as \""primary carriers\"", providing AAR \nService using Authority-owned vehicles. The non-dedicated service model consists of Authority contractors, such as \nbroker car service providers, contingency/recovery providers, taxis, e-hail service providers, and supplemental carriers,""],""published_date"":""2025-05-01T00:00:00.000Z""}";0.6;false;;;active;2026-01-16 06:01:26.78544+00;2026-01-16 06:01:26.78544+00
74c85c60-3b97-478c-bee1-522f11dd2918;2fc17da0-277a-42f8-b519-ae3cd8039e11;c8fb9476-8f45-4538-a251-8a7316ee60f2;External Procurement Portal;Agency uses external procurement portal;portal;https://www.bidexpress.com/businesses/1462/home?agency=true;procurement_portal;;;;"{""discovered_from"":""http://www.njtransit.com/procurement""}";0.95;false;;;active;2026-01-16 06:01:55.861716+00;2026-01-16 06:01:55.861716+00
46580a75-4f2a-4381-94cd-2a4d35ad50c7;2fc17da0-277a-42f8-b519-ae3cd8039e11;c8fb9476-8f45-4538-a251-8a7316ee60f2;External Procurement Portal;Agency uses external procurement portal;portal;http://www.bidexpress.com/;procurement_portal;;;;"{""discovered_from"":""http://www.njtransit.com/procurement""}";0.95;false;;;active;2026-01-16 06:01:55.861716+00;2026-01-16 06:01:55.861716+00
d9bb2dd9-8aed-490b-a42d-df1d644ab1bf;2fc17da0-277a-42f8-b519-ae3cd8039e11;c8fb9476-8f45-4538-a251-8a7316ee60f2;External Procurement Portal;Agency uses external procurement portal;portal;https://www.bidexpress.com/;procurement_portal;;;;"{""discovered_from"":""http://www.njtransit.com/procurement""}";0.95;false;;;active;2026-01-16 06:01:55.861716+00;2026-01-16 06:01:55.861716+00
39e6cef1-db19-4373-9993-61ea213030e5;df7a0939-59f0-4af3-b73a-9c7e311c3875;c38989cd-1bd3-454e-bc81-3bf7878974c9;;"N 
NNew York City Transit (NYCT)
DATE: 5/01/2025
NON-CONSTRUCTION CONTRACT SOLICITATION NOTICE
MTA- NYCT IS NOW ADVERTISING FOR THE FOLLOWING:
SSE #: 0000505340 OPENING/DUE DATE: 5/29/2025 
TYPE OF SOLICITATION: RFP DOCUMENT AVAILABILITY DATE: 5/01/2025 
SOLICITATION TITLE: PARATRANSIT ACCESS-A-RIDE SUPPLEMENTAL SERVICE 
DESCRIPTION: New York City Transit (""NYCT"" or the ""Authority"") provides origin-to-destination, demand responsive, 
shared ride paratransit service under the name ""Access-A-Ride""";news_mention;https://www.mta.info/document/171721;news;;;;"{""highlights"":[""DESCRIPTION: New York City Transit (\""NYCT\"" or the \""Authority\"") provides origin-to-destination, demand responsive, \nshared ride paratransit service under the name \""Access-A-Ride\"" for individuals with disabilities who meet defined \neligibility criteria (the \""AAR Service\""). The Authority provides the AAR Service through \""dedicated\"" and \""non-dedicated\"""",""nathaniel.knable@nyct.com \nPage 2 of 10 872125 \n1. INTRODUCTION.\nNew York City Transit (\""NYCT\"" or the \""Authority\"") provides origin-to-destination, demand responsive, shared ride paratransit \nservice under the name \""Access-A-Ride\"" for individuals with"",""models. The dedicated service model consists of Authority contractors, referred to as \""primary carriers\"", providing AAR \nService using Authority-owned vehicles. The non-dedicated service model consists of Authority contractors, such as \nbroker car service providers, contingency/recovery providers, taxis, e-hail service providers, and supplemental carriers,"",""N \nNNew York City Transit (NYCT)\nDATE: 5/01/2025\nNON-CONSTRUCTION CONTRACT SOLICITATION NOTICE\nMTA- NYCT IS NOW ADVERTISING FOR THE FOLLOWING:\nSSE #: 0000505340 OPENING/DUE DATE: 5/29/2025 \nTYPE OF SOLICITATION: RFP DOCUMENT AVAILABILITY DATE: 5/01/2025 \nSOLICITATION TITLE: PARATRANSIT ACCESS-A-RIDE SUPPLEMENTAL SERVICE"",""providing the AAR Service in concert with their existing operations using taxi, for-hire vehicles, and/or their own \nspecialized fleet of wheelchair accessible vehicles. \nFunding: 100% Operating Goals: MBE: 15%, WBE: 15% SDVOB: 6% Est $ Range: $100M+ \nContract Term: 5 years base contract + 2 option years \n***See attachment for additional information***""],""published_date"":""2025-05-01T00:00:00.000Z""}";0.6;false;;;active;2026-01-17 06:01:02.786879+00;2026-01-17 06:01:02.786879+00
e90e7eaf-08fc-4db9-b9f8-53db24e3bcd6;df7a0939-59f0-4af3-b73a-9c7e311c3875;c38989cd-1bd3-454e-bc81-3bf7878974c9;;"N 
NNew York City Transit (NYCT)
DATE: 5/01/2025
NON-CONSTRUCTION CONTRACT SOLICITATION NOTICE
MTA- NYCT IS NOW ADVERTISING FOR THE FOLLOWING:
SSE #: 0000505340 OPENING/DUE DATE: 5/29/2025 
TYPE OF SOLICITATION: RFP DOCUMENT AVAILABILITY DATE: 5/01/2025 
SOLICITATION TITLE: PARATRANSIT ACCESS-A-RIDE SUPPLEMENTAL SERVICE 
DESCRIPTION: New York City Transit (""NYCT"" or the ""Authority"") provides origin-to-destination, demand responsive, 
shared ride paratransit service under the name ""Access-A-Ride""";news_mention;https://www.mta.info/document/171721;news;;;;"{""highlights"":[""DESCRIPTION: New York City Transit (\""NYCT\"" or the \""Authority\"") provides origin-to-destination, demand responsive, \nshared ride paratransit service under the name \""Access-A-Ride\"" for individuals with disabilities who meet defined \neligibility criteria (the \""AAR Service\""). The Authority provides the AAR Service through \""dedicated\"" and \""non-dedicated\"""",""nathaniel.knable@nyct.com \nPage 2 of 10 872125 \n1. INTRODUCTION.\nNew York City Transit (\""NYCT\"" or the \""Authority\"") provides origin-to-destination, demand responsive, shared ride paratransit \nservice under the name \""Access-A-Ride\"" for individuals with"",""providing the AAR Service in concert with their existing operations using taxi, for-hire vehicles, and/or their own \nspecialized fleet of wheelchair accessible vehicles. \nFunding: 100% Operating Goals: MBE: 15%, WBE: 15% SDVOB: 6% Est $ Range: $100M+ \nContract Term: 5 years base contract + 2 option years \n***See attachment for additional information***"",""models. The dedicated service model consists of Authority contractors, referred to as \""primary carriers\"", providing AAR \nService using Authority-owned vehicles. The non-dedicated service model consists of Authority contractors, such as \nbroker car service providers, contingency/recovery providers, taxis, e-hail service providers, and supplemental carriers,"",""(X) PRE-BID CONFERENCE:\nLOCATION: Conference Call - Microsoft Teams\nVirtual Via Microsoft Teams- Please contact the assigned\nprocurement representative at nathaniel.knable@nyct.com \nto register. \nDATE:5/08/2025 TIME: 11:00 AM\n( ) SITE TOUR: N/A DATE: N/A TIME: N/A\nLOCATION: \nFOR MORE INFORMATION, PLEASE CONTACT:\nPROCUREMENT REPRESENTATIVE: Nate Knable EMAIL""],""published_date"":""2025-05-01T00:00:00.000Z""}";0.6;false;;;active;2026-01-17 06:01:02.786879+00;2026-01-17 06:01:02.786879+00
0bf1475e-20ec-419d-a71d-d11c8b355724;df7a0939-59f0-4af3-b73a-9c7e311c3875;9f6fd25b-c45b-4bf4-a570-2b64080770d1;MTA-NEW YORK CITY TRANSIT;"N
NNew York City Transit (NYCT)
DATE: 5/01/2025
NON-CONSTRUCTION CONTRACT SOLICITATION NOTICE
MTA- NYCT IS NOW ADVERTISING FOR THE FOLLOWING:
SSE #: 0000505340 OPENING/DUE DATE: 5/29/2025
TYPE OF SOLICITATION: RFP DOCUMENT AVAILABILITY DATE: 5/01/2025
SOLICITATION TITLE: PARATRANSIT ACCESS-A-RIDE SUPPLEMENTAL SERVICE 
DESCRIPTION: The scope of these services requires the proposer to provide Access-A-Ride Service pursuant to the 
non-dedicated model as a Supplemental Carrier and shall dedicate Wh";news_mention;https://www.mta.info/document/171816;news;;;;"{""highlights"":[""DESCRIPTION: The scope of these services requires the proposer to provide Access-A-Ride Service pursuant to the \nnon-dedicated model as a Supplemental Carrier and shall dedicate Wheelchair Accessible Vehicles to provide the AAR \nService each day on which the Authority assigns trips to the Contractor. The MTA intends to award multiple contracts for"",""N\nNNew York City Transit (NYCT)\nDATE: 5/01/2025\nNON-CONSTRUCTION CONTRACT SOLICITATION NOTICE\nMTA- NYCT IS NOW ADVERTISING FOR THE FOLLOWING:\nSSE #: 0000505340 OPENING/DUE DATE: 5/29/2025\nTYPE OF SOLICITATION: RFP DOCUMENT AVAILABILITY DATE: 5/01/2025\nSOLICITATION TITLE: PARATRANSIT ACCESS-A-RIDE SUPPLEMENTAL SERVICE"",""this solicitation.\nFunding: 100% Operating Goals: MBE: 15%, WBE: 15% SDVOB: 6% Est $ Range: $100M+\nContract Term: 5 years base contract + 2 option years\nResponses to this Event must be submitted electronically in the MTA Business Service Center Vendor Portal (“My"",""MTA Portal”). Instructions on how to submit the proposal are included in the RFP documents or will be provided \nbefore the Event End Date. It is the Proposer’s responsibility to submit its Proposal by the Event End Date and Time. \nProposals will be regarded as timely only if they are submitted as instructed by the time of the Event End Date and \nTime."",""(X) PRE-BID CONFERENCE:\n \nLOCATION: Conference Call - Microsoft Teams\nIf you are interested in attending, email Nate Knable directly at \nnathaniel.knable@nyct.com, so that a virtual invitation for \naccess to the conference call can be sent.\n \n \nDATE:5/08/2025 TIME: 11:00 AM\n \n( ) SITE TOUR: N/A DATE: N/A TIME: N/A\nLOCATION:""],""published_date"":""2025-05-02T00:00:00.000Z""}";0.6;false;;;active;2026-02-06 06:02:09.91132+00;2026-02-06 06:02:09.91132+00
49c1ee23-bd99-4f22-9b79-6c4b312e762c;2fc17da0-277a-42f8-b519-ae3cd8039e11;969f73d0-ed8a-4a95-8b61-3326622760b9;ACCESS LINK REGION 2 ADA PARATRANSIT SERVICES (BURLINGTON, CAMDEN, CUMBERLAND, GLOUCESTER AND SALEM COUNTIES);RFP for ACCESS LINK REGION 2 ADA PARATRANSIT SERVICES covering Burlington, Camden, Cumberland, Gloucester, and Salem Counties.;rfp;https://www.njtransit.com/procurement/calendar;agency_website;2026-02-17 11:00:00+00;;"{""email"":null,""name"":""Shanelle Armour"",""phone"":null}";"{""service_category"":""service_delivery"",""service_component"":""turnkey""}";0.9;false;;;active;2026-02-08 06:02:21.498748+00;2026-02-08 06:02:21.498748+00
cd389658-c310-4487-a5cd-a526e35a4f44;df7a0939-59f0-4af3-b73a-9c7e311c3875;c38989cd-1bd3-454e-bc81-3bf7878974c9;;"N 
NNew York City Transit (NYCT)
DATE: 5/01/2025
NON-CONSTRUCTION CONTRACT SOLICITATION NOTICE
MTA- NYCT IS NOW ADVERTISING FOR THE FOLLOWING:
SSE #: 0000505340 OPENING/DUE DATE: 5/29/2025 
TYPE OF SOLICITATION: RFP DOCUMENT AVAILABILITY DATE: 5/01/2025 
SOLICITATION TITLE: PARATRANSIT ACCESS-A-RIDE SUPPLEMENTAL SERVICE 
DESCRIPTION: New York City Transit (""NYCT"" or the ""Authority"") provides origin-to-destination, demand responsive, 
shared ride paratransit service under the name ""Access-A-Ride""";news_mention;https://www.mta.info/document/171721;news;;;;"{""highlights"":[""DESCRIPTION: New York City Transit (\""NYCT\"" or the \""Authority\"") provides origin-to-destination, demand responsive, \nshared ride paratransit service under the name \""Access-A-Ride\"" for individuals with disabilities who meet defined \neligibility criteria (the \""AAR Service\""). The Authority provides the AAR Service through \""dedicated\"" and \""non-dedicated\"""",""nathaniel.knable@nyct.com \nPage 2 of 10 872125 \n1. INTRODUCTION.\nNew York City Transit (\""NYCT\"" or the \""Authority\"") provides origin-to-destination, demand responsive, shared ride paratransit \nservice under the name \""Access-A-Ride\"" for individuals with"",""providing the AAR Service in concert with their existing operations using taxi, for-hire vehicles, and/or their own \nspecialized fleet of wheelchair accessible vehicles. \nFunding: 100% Operating Goals: MBE: 15%, WBE: 15% SDVOB: 6% Est $ Range: $100M+ \nContract Term: 5 years base contract + 2 option years \n***See attachment for additional information***"",""(X) PRE-BID CONFERENCE:\nLOCATION: Conference Call - Microsoft Teams\nVirtual Via Microsoft Teams- Please contact the assigned\nprocurement representative at nathaniel.knable@nyct.com \nto register. \nDATE:5/08/2025 TIME: 11:00 AM\n( ) SITE TOUR: N/A DATE: N/A TIME: N/A\nLOCATION: \nFOR MORE INFORMATION, PLEASE CONTACT:\nPROCUREMENT REPRESENTATIVE: Nate Knable EMAIL"",""models. The dedicated service model consists of Authority contractors, referred to as \""primary carriers\"", providing AAR \nService using Authority-owned vehicles. The non-dedicated service model consists of Authority contractors, such as \nbroker car service providers, contingency/recovery providers, taxis, e-hail service providers, and supplemental carriers,""],""published_date"":""2025-05-01T00:00:00.000Z""}";0.6;false;;;active;2026-01-17 06:01:02.786879+00;2026-01-17 06:01:02.786879+00
1dfcee06-7839-47c5-b4e4-314891563f70;2fc17da0-277a-42f8-b519-ae3cd8039e11;f813b920-4fbc-444e-95af-4b3f718f4f3a;External Procurement Portal;Agency uses external procurement portal;portal;https://www.bidexpress.com/businesses/1462/home?agency=true;procurement_portal;;;;"{""discovered_from"":""http://www.njtransit.com/procurement""}";0.95;false;;;active;2026-01-17 06:01:26.424348+00;2026-01-17 06:01:26.424348+00
e40ac4bc-9aff-424a-a342-08dc398e91a9;2fc17da0-277a-42f8-b519-ae3cd8039e11;f813b920-4fbc-444e-95af-4b3f718f4f3a;External Procurement Portal;Agency uses external procurement portal;portal;http://www.bidexpress.com/;procurement_portal;;;;"{""discovered_from"":""http://www.njtransit.com/procurement""}";0.95;false;;;active;2026-01-17 06:01:26.424348+00;2026-01-17 06:01:26.424348+00
b3b3f62e-3fe1-44e2-b220-4f2c56d38c37;2fc17da0-277a-42f8-b519-ae3cd8039e11;f813b920-4fbc-444e-95af-4b3f718f4f3a;External Procurement Portal;Agency uses external procurement portal;portal;https://www.bidexpress.com/;procurement_portal;;;;"{""discovered_from"":""http://www.njtransit.com/procurement""}";0.95;false;;;active;2026-01-17 06:01:26.424348+00;2026-01-17 06:01:26.424348+00
94636826-679c-4ed9-ab2b-252a9c4efeb9;2fc17da0-277a-42f8-b519-ae3cd8039e11;0f1cba3b-9e35-41df-b1c7-fa64d7d9cdf3;External Procurement Portal;Agency uses external procurement portal;portal;https://www.bidexpress.com/businesses/1462/home?agency=true;procurement_portal;;;;"{""discovered_from"":""http://www.njtransit.com/procurement""}";0.95;false;;;active;2026-01-18 06:01:43.938857+00;2026-01-18 06:01:43.938857+00
f6d88c63-ce7b-4661-b322-c274fa935179;2fc17da0-277a-42f8-b519-ae3cd8039e11;0f1cba3b-9e35-41df-b1c7-fa64d7d9cdf3;External Procurement Portal;Agency uses external procurement portal;portal;http://www.bidexpress.com/;procurement_portal;;;;"{""discovered_from"":""http://www.njtransit.com/procurement""}";0.95;false;;;active;2026-01-18 06:01:43.938857+00;2026-01-18 06:01:43.938857+00
95a8ae25-51c0-4e94-a6f9-4e40d52ca334;2fc17da0-277a-42f8-b519-ae3cd8039e11;0f1cba3b-9e35-41df-b1c7-fa64d7d9cdf3;External Procurement Portal;Agency uses external procurement portal;portal;https://www.bidexpress.com/;procurement_portal;;;;"{""discovered_from"":""http://www.njtransit.com/procurement""}";0.95;false;;;active;2026-01-18 06:01:43.938857+00;2026-01-18 06:01:43.938857+00
71c6b967-7535-4557-b31b-99e548f07a2e;df7a0939-59f0-4af3-b73a-9c7e311c3875;d56e78c9-0d98-466c-8062-124fce896b46;;"N 
NNew York City Transit (NYCT)
DATE: 5/01/2025
NON-CONSTRUCTION CONTRACT SOLICITATION NOTICE
MTA- NYCT IS NOW ADVERTISING FOR THE FOLLOWING:
SSE #: 0000505340 OPENING/DUE DATE: 5/29/2025 
TYPE OF SOLICITATION: RFP DOCUMENT AVAILABILITY DATE: 5/01/2025 
SOLICITATION TITLE: PARATRANSIT ACCESS-A-RIDE SUPPLEMENTAL SERVICE 
DESCRIPTION: New York City Transit (""NYCT"" or the ""Authority"") provides origin-to-destination, demand responsive, 
shared ride paratransit service under the name ""Access-A-Ride""";news_mention;https://www.mta.info/document/171721;news;;;;"{""highlights"":[""DESCRIPTION: New York City Transit (\""NYCT\"" or the \""Authority\"") provides origin-to-destination, demand responsive, \nshared ride paratransit service under the name \""Access-A-Ride\"" for individuals with disabilities who meet defined \neligibility criteria (the \""AAR Service\""). The Authority provides the AAR Service through \""dedicated\"" and \""non-dedicated\"""",""nathaniel.knable@nyct.com \nPage 2 of 10 872125 \n1. INTRODUCTION.\nNew York City Transit (\""NYCT\"" or the \""Authority\"") provides origin-to-destination, demand responsive, shared ride paratransit \nservice under the name \""Access-A-Ride\"" for individuals with"",""models. The dedicated service model consists of Authority contractors, referred to as \""primary carriers\"", providing AAR \nService using Authority-owned vehicles. The non-dedicated service model consists of Authority contractors, such as \nbroker car service providers, contingency/recovery providers, taxis, e-hail service providers, and supplemental carriers,"",""N \nNNew York City Transit (NYCT)\nDATE: 5/01/2025\nNON-CONSTRUCTION CONTRACT SOLICITATION NOTICE\nMTA- NYCT IS NOW ADVERTISING FOR THE FOLLOWING:\nSSE #: 0000505340 OPENING/DUE DATE: 5/29/2025 \nTYPE OF SOLICITATION: RFP DOCUMENT AVAILABILITY DATE: 5/01/2025 \nSOLICITATION TITLE: PARATRANSIT ACCESS-A-RIDE SUPPLEMENTAL SERVICE"",""providing the AAR Service in concert with their existing operations using taxi, for-hire vehicles, and/or their own \nspecialized fleet of wheelchair accessible vehicles. \nFunding: 100% Operating Goals: MBE: 15%, WBE: 15% SDVOB: 6% Est $ Range: $100M+ \nContract Term: 5 years base contract + 2 option years \n***See attachment for additional information***""],""published_date"":""2025-05-01T00:00:00.000Z""}";0.6;false;;;active;2026-01-19 06:00:42.467491+00;2026-01-19 06:00:42.467491+00
9a19ec4f-698f-4531-9fbe-8e9e934d16fe;df7a0939-59f0-4af3-b73a-9c7e311c3875;d56e78c9-0d98-466c-8062-124fce896b46;;"N 
NNew York City Transit (NYCT)
DATE: 5/01/2025
NON-CONSTRUCTION CONTRACT SOLICITATION NOTICE
MTA- NYCT IS NOW ADVERTISING FOR THE FOLLOWING:
SSE #: 0000505340 OPENING/DUE DATE: 5/29/2025 
TYPE OF SOLICITATION: RFP DOCUMENT AVAILABILITY DATE: 5/01/2025 
SOLICITATION TITLE: PARATRANSIT ACCESS-A-RIDE SUPPLEMENTAL SERVICE 
DESCRIPTION: New York City Transit (""NYCT"" or the ""Authority"") provides origin-to-destination, demand responsive, 
shared ride paratransit service under the name ""Access-A-Ride""";news_mention;https://www.mta.info/document/171721;news;;;;"{""highlights"":[""DESCRIPTION: New York City Transit (\""NYCT\"" or the \""Authority\"") provides origin-to-destination, demand responsive, \nshared ride paratransit service under the name \""Access-A-Ride\"" for individuals with disabilities who meet defined \neligibility criteria (the \""AAR Service\""). The Authority provides the AAR Service through \""dedicated\"" and \""non-dedicated\"""",""nathaniel.knable@nyct.com \nPage 2 of 10 872125 \n1. INTRODUCTION.\nNew York City Transit (\""NYCT\"" or the \""Authority\"") provides origin-to-destination, demand responsive, shared ride paratransit \nservice under the name \""Access-A-Ride\"" for individuals with"",""providing the AAR Service in concert with their existing operations using taxi, for-hire vehicles, and/or their own \nspecialized fleet of wheelchair accessible vehicles. \nFunding: 100% Operating Goals: MBE: 15%, WBE: 15% SDVOB: 6% Est $ Range: $100M+ \nContract Term: 5 years base contract + 2 option years \n***See attachment for additional information***"",""models. The dedicated service model consists of Authority contractors, referred to as \""primary carriers\"", providing AAR \nService using Authority-owned vehicles. The non-dedicated service model consists of Authority contractors, such as \nbroker car service providers, contingency/recovery providers, taxis, e-hail service providers, and supplemental carriers,"",""(X) PRE-BID CONFERENCE:\nLOCATION: Conference Call - Microsoft Teams\nVirtual Via Microsoft Teams- Please contact the assigned\nprocurement representative at nathaniel.knable@nyct.com \nto register. \nDATE:5/08/2025 TIME: 11:00 AM\n( ) SITE TOUR: N/A DATE: N/A TIME: N/A\nLOCATION: \nFOR MORE INFORMATION, PLEASE CONTACT:\nPROCUREMENT REPRESENTATIVE: Nate Knable EMAIL""],""published_date"":""2025-05-01T00:00:00.000Z""}";0.6;false;;;active;2026-01-19 06:00:42.467491+00;2026-01-19 06:00:42.467491+00
a1386bce-531a-4c84-a944-c71af9a9b59b;2fc17da0-277a-42f8-b519-ae3cd8039e11;1366f13b-17da-44f9-9460-2279387eeb89;External Procurement Portal;Agency uses external procurement portal;portal;https://www.bidexpress.com/;procurement_portal;;;;"{""discovered_from"":""https://www.njtransit.com/procurement/calendar""}";0.95;false;;;active;2026-02-06 06:02:37.38097+00;2026-02-06 06:02:37.38097+00
